content,score,label,clean
iklan dikit sampe shopee apk apa ini,1,negatif,iklan dikit sampe shopee apk apa
paket lama barang sering tidak sesuai parah,1,negatif,paket lama barang sering sesuai parah
sell Singapura!!!!,1,negatif,sell singapura
tidak tepat waktu,1,negatif,tepat waktu
Have Problem,1,negatif,have problem
jelek,1,negatif,jelek
sangat lemot,1,negatif,sangat lemot
"dulu suka bgt, sekarang duh gmn ya",1,negatif,dulu suka bgt sekarang duh gmn
good,5,positif,good
banyak barang yang kW,1,negatif,banyak barang kw
sell Singapure,1,negatif,sell singapure
jelek,1,negatif,jelek
"kebanyakan iklan, apalagi tiap buka apk selalu muncul iklan shopee yg mengarah ke aplikasi langsung",1,negatif,kebanyakan iklan tiap buka apk selalu muncul iklan shopee yg mengarah aplikasi langsung
ikutan,1,negatif,ikutan
aplikasi buruk,1,negatif,aplikasi buruk
"ko ga ada imo, bete gua",1,negatif,ko ga imo bete gua
"Terlalu banyak iklan dimana², terlalu mengutamakan iklan daripada kenyamanan pembeli.",1,negatif,terlalu banyak iklan terlalu mengutamakan iklan kenyamanan pembeli
aplikasi ga guna,1,negatif,aplikasi ga
kurirnya lelet,1,negatif,kurirnya lelet
"APK GAJELAS ERROR GABISA DI PAKE, INTINYA NIH APK GAK JELAS!!",1,negatif,apk gajelas error gabisa pake intinya nih apk gak jelas
"ternyata lebih mudah, dan ongkir lebih murah",5,positif,ternyata lebih mudah ongkir lebih murah
"I shop very often using the Shopee application, thank you very much Shopee.",5,positif,i shop very often using the shopee application thank you very much shopee
"bisa di pakai berbelanja dalam keadaan jauh, very good",4,positif,di pakai berbelanja keadaan jauh very good
"Pengiriman lama, Ngeleg pas buka, mana brng tidak sesuai lagi.. binta 0 aja skalian",1,negatif,pengiriman lama ngeleg pas buka mana brng sesuai binta  aja skalian
trimakasih atas layanan nya semoga aplikasi ini tetap terjaga kualitasnya.,5,positif,trimakasih atas layanan nya semoga aplikasi tetap terjaga kualitasnya
keren sekali otw nya langsung,5,positif,keren sekali otw nya langsung
aplikasi tidak berguna ongkir besar,1,negatif,aplikasi berguna ongkir besar
Jelek,1,negatif,jelek
cuma mau ngasih rating 1 aja karnaa apknya buriqqq,1,negatif,cuma mau ngasih rating  aja karnaa apknya buriqqq
aplikasi nya ganggu banget saya lagi nonton vidio di sebuah apk selalu aja muncul iklan ini terus,1,negatif,aplikasi nya ganggu banget lagi nonton vidio sebuah apk selalu aja muncul iklan terus
gaada gambar nya padahal internet dan sinyal bagus,1,negatif,gaada gambar nya padahal internet sinyal bagus
sell Singapure!!!!!,1,negatif,sell singapure
stres,1,negatif,stres
aplikasi sangat tidak jelas dan pernah ketipu,1,negatif,aplikasi sangat jelas pernah ketipu
banyak penipu,1,negatif,banyak penipu
parasit,1,negatif,parasit
"Apasih shopee, katanya gratis ongkir kok setelah pakai vouchernya malah berkurang cmn 5k? Plis gratisan ongkirnya dong 😭",1,negatif,apasih shopee katanya gratis ongkir kok pakai vouchernya malah berkurang cmn k plis gratisan ongkirnya dong 
bagus,5,positif,bagus
najis banget #sellsingapore,1,negatif,najis banget sellsingapore
nice app,5,positif,nice app
rating karena fomo😪,1,negatif,rating fomo
aplikasi ikan Dajjal,1,negatif,aplikasi ikan dajjal
"jujur kurir ya lelet banget ,barang tidak sesuai dengan yg di pesan",1,negatif,jujur kurir lelet banget barang sesuai yg pesan
BURIK,1,negatif,burik
aplikasi yang niru niru tiktok,1,negatif,aplikasi niru niru tiktok
tidak cocok,1,negatif,cocok
sampah,1,negatif,sampah
Pokoknya Gini Penilayan Saya👍👍👍,5,positif,pokoknya gini penilayan
puas,5,positif,puas
bagus,1,negatif,bagus
maaf sya sekarang pakai Tokopedia,1,negatif,maaf sya sekarang pakai tokopedia
sulit tf,5,positif,sulit tf
not good,1,negatif,not good
"bosok, apk jelekk",1,negatif,bosok apk jelekk
shoppe bgus,1,negatif,shoppe bgus
"NI APLIKASI SKEM GUA SUKA DI TIPU, MENDING GUA PAKE TOKOPEDIA AMAN DAN TERPERCAYA, KLO NIPU DIPIKIR MASS",1,negatif,ni aplikasi skem gua suka tipu mending gua pake tokopedia aman terpercaya klo nipu dipikir mass
"jijik bnget sma iklannya, tanda x kayak ga guna di iklan ini mana suka masuk ke aplikasinya padahal gak nyentuh apa², pengiriman barang lama kadang suka stuck sampe beberapa hari.",1,negatif,jijik bnget sma iklannya tanda x kayak ga di iklan mana suka masuk aplikasinya padahal gak nyentuh apa pengiriman barang lama kadang suka stuck sampe beberapa hari
paket saya sering stuck lama sekali di tempat yang sma hingga berhari hari,1,negatif,paket sering stuck lama sekali tempat sma hingga berhari hari
Lambat lehmu kirim,1,negatif,lambat lehmu kirim
sangat baguss,5,positif,sangat baguss
jempol,5,positif,jempol
"banyak barang"" yang tidak sesuai dengan deskripsi",1,negatif,banyak barang tidak sesuai deskripsi
Stop iklan dimana mana,1,negatif,stop iklan mana
shopee vip vouchernya tidak muncul alias nol (0),1,negatif,shopee vip vouchernya muncul alias nol 
JELEK IKLAN GANGGU,1,negatif,jelek iklan ganggu
buruk,1,negatif,buruk
"demi ya,plis kalo kasih notifikasi Jan bikin kaget Mulu+kadang kalo pesen paket sering telat/g jadi gara gara terlambat, padahal waktu itu saya beli buku paket buat gantiin buku paket saya yg hilang nah di situ saya pesen nah pas di hari h Dateng nya malah paket nya di balikin jadi nya saya telat ngumpulin buku paket",1,negatif,yaplis kalo kasih notifikasi jan bikin kaget mulukadang kalo pesen paket sering telatg jadi gara gara terlambat padahal waktu beli buku paket buat gantiin buku paket yg hilang nah situ pesen nah pas hari h dateng nya malah paket nya balikin jadi nya saya telat ngumpulin buku paket
aplikasi jelek,1,negatif,aplikasi jelek
"apk jelek banyak iklan nya dimana"" Ongki r mahal kadang barang ga sesuai ap yg di kirim #sellsingapure",1,negatif,apk jelek banyak iklan nya ongki r mahal kadang barang ga sesuai ap yg kirim sellsingapure
jelekkkk potongan bagi seller nggak masuk akall,1,negatif,jelekkkk potongan seller masuk akall
cih,1,negatif,cih
buruk,1,negatif,buruk
apk busuk #sellsingapura iklan elite produk jelek semua,1,negatif,apk busuk sellsingapura iklan elite produk jelek semua
aku suka berbelanja online disini,5,positif,aku suka berbelanja online disini
aplikasi lama2 gak jelas tutup aj dah,1,negatif,aplikasi lama gak jelas tutup aj dah
uninstal aplikasi ini punya singapur #Sell singapura,1,negatif,uninstal aplikasi punya singapur sell singapura
sudah mantap pokonya dan lebih di tingkatkan diskonnya..,5,positif,mantap pokonya lebih tingkatkan diskonnya
pesanan saya selalu di batalkan!,1,negatif,pesanan selalu batalkan
adminnya mahal banget. kadang pesanan tidak sesuai. ongkir gratis itu bphong,1,negatif,adminnya mahal banget kadang pesanan sesuai ongkir gratis bphong
bagus banget diskon nya ga main main 💕💕,5,positif,bagus banget diskon nya ga main main 
SAMPAHHHHHH,1,negatif,sampahhhhhh
"padahal sudah sy download tapi kok iklan ini ada aja,risih tau",1,negatif,padahal sy download kok iklan ada ajarisih tau
Sangat membantu saya dalam menunjang kinerja usaha saya .beli peralatan dan sebagainya.terimakasih Shopee,5,positif,sangat membantu dalam menunjang kinerja usaha beli peralatan sebagainyaterimakasih shopee
jelek jujur😹,1,negatif,jelek jujur
iklan dimana dimana,1,negatif,iklan dimana
pokonya jembut,1,negatif,pokonya jembut
"ongkir nya mahal banget, kayak beli ongkir gratis barang",1,negatif,ongkir nya mahal banget kayak beli ongkir gratis barang
"aplikasi jelek, masa gada bakso keliling deket rumah gua",1,negatif,aplikasi jelek masa gada bakso keliling deket rumah gua
wow,5,positif,wow
"buruk,barang ny ga berguna,bikin org ketipu",1,negatif,burukbarang ny ga bergunabikin org ketipu
shopee mantap dahh,5,positif,shopee mantap dahh
#SEL SINGAPURA,1,negatif,sel singapura
gaada gratis ongkir males banget paketnya juga dtengnya lama mending tiktok shop,1,negatif,gaada gratis ongkir males banget paketnya dtengnya lama mending tiktok shop
anj peket lama datang,1,negatif,anj peket lama datang
bukan punya indonesia,1,negatif,bukan punya indonesia
cukup bermanfaat,5,positif,cukup bermanfaat
"IKLANNYAAAA GANGGU BANGETTT WOI , SETIAP DI KLIK TERALIHKAN",1,negatif,iklannyaaaa ganggu bangettt woi  di klik teralihkan
apk aneh,1,negatif,apk aneh
"shopee sangat bagus pelayanannya, jika ada komplain langsung di layanani no ribet, segala kebutuhan ada, sangat mudah dalam pencarian barang",5,positif,shopee sangat bagus pelayanannya komplain langsung layanani no ribet segala kebutuhan ada sangat mudah pencarian barang
ga ada yg jual ikan megalodon,1,negatif,ga yg jual ikan megalodon
busuk,1,negatif,busuk
jelek,1,negatif,jelek
boikot,1,negatif,boikot
aplikasi bodoh,1,negatif,aplikasi bodoh
"dari segi saya ya itu rupiah, karna saya tidak suka dengan produk singapore#sellsingapur",1,negatif,segi ya rupiah karna tidak suka produk singaporesellsingapur
"kebanyakan iklan mana iklan ya harus mencet x 5 kali, sudah gitu kecil lagi tombol x ya",1,negatif,kebanyakan iklan mana iklan harus mencet x  kali gitu kecil tombol x
"maaf, aku lebih cinta negeri Indonesia. jadi aku uninstall aplikasi shopee.",1,negatif,maaf aku lebih cinta negeri indonesia jadi aku uninstall aplikasi shopee
"kata nya di shopee serba ada,giliran mau beli bapak baru ga ada gimana sih",1,negatif,kata nya shopee serba adagiliran mau beli bapak baru ga gimana sih
"pelit gratis ongkir, banyak bgt biaya gajelas",1,negatif,pelit gratis ongkir banyak bgt biaya gajelas
banyak bug,1,negatif,banyak bug
sukak bgt sama shopee,5,positif,sukak bgt sama shopee
😂👎,1,negatif,
"Maaf, iklan shopee dimana² jujur sangat mengganggu. Susah dilewati iklannya, saya ingin melewati iklan shopee malah masuk ke apk shopee. Tolong diperhatikan masalah periklanannya, agar sedikit tidak mengganggu",1,negatif,maaf iklan shopee jujur sangat mengganggu susah dilewati iklannya ingin melewati iklan shopee malah masuk apk shopee diperhatikan masalah periklanannya sedikit mengganggu
jelekkkk,1,negatif,jelekkkk
BANTAI BANTAI,1,negatif,bantai bantai
"saya kesel sama apk shopee ini iklan nya dimana2 jir, di lewati bukan nya hilang malah masuk ke apk shopee nya, tolong iklan nya kurangin dong kesel saya",3,netral,kesel sama apk shopee iklan nya jir lewati bukan nya hilang malah masuk apk shopee nya iklan nya kurangin dong kesel
"kadang² pemesanan tidak sampai tepat waktu, dan voucer yg di berikan tidak bisa di gunakan atau tidak mengurangi total harga pembelian",1,negatif,kadang pemesanan sampai tepat waktu voucer yg berikan bisa gunakan tidak mengurangi total harga pembelian
jelek,1,negatif,jelek
b aj,1,negatif,b aj
"terlalu banyak iklan pop up menjengkelkan, bahkan ketika sudah keluar apk masih ada iklan",1,negatif,terlalu banyak iklan pop up menjengkelkan bahkan sudah keluar apk ada iklan
memudahkan kebutuhan sehari hari.,5,positif,memudahkan kebutuhan sehari hari
jelek,1,negatif,jelek
aplikasi burik,1,negatif,aplikasi burik
sesuai ekspektasi semua,5,positif,sesuai ekspektasi semua
jelek bagus Tokopedia 🤮,1,negatif,jelek bagus tokopedia 
ampas,1,negatif,ampas
apk stupid,1,negatif,apk stupid
shope jelek lambat mahal pelayanan nya lambat,1,negatif,shope jelek lambat mahal pelayanan nya lambat
"ayo rame² jangan jualan di Shopee banyak peraturan aneh, produk saya tidak tampil katanya melanggar kebijakan, masa jualan baju melanggar aneh nih Shopee",1,negatif,ayo rame jangan jualan shopee banyak peraturan aneh produk tidak tampil katanya melanggar kebijakan masa jualan baju melanggar aneh nih shopee
sangat,5,positif,sangat
aplikasi jelek butut,1,negatif,aplikasi jelek butut
bad online shop,1,negatif,bad online shop
gajelas,1,negatif,gajelas
aplikasi jual beli yang kurang bertanggungjawab,1,negatif,aplikasi jual beli kurang bertanggungjawab
saya mesan pupuk tanaman tpi yg dtng malah bibit pohon mangga,1,negatif,mesan pupuk tanaman tpi yg dtng malah bibit pohon mangga
cukup bagus,5,positif,cukup bagus
"apa apaan banget ni apk, setiap buka apk lain selalu di pindahin ke aplikasinya, keganggu banget woi lah, niat hati mau buka apk lain buat ngehibur diri eh malah di pindahin ke apk satu ini wkwkkw",1,negatif,apa apaan banget ni apk buka apk selalu pindahin aplikasinya keganggu banget woi lah niat hati mau buka apk buat ngehibur diri eh malah pindahin apk satu wkwkkw
aplikasi busuk,1,negatif,aplikasi busuk
mantabs,5,positif,mantabs
SELLLSINGAPORE!!!,1,negatif,selllsingapore
jelek banget sumpahh,1,negatif,jelek banget sumpahh
aplikasi jelek,1,negatif,aplikasi jelek
"jelekkk aplikasi gak guna barang lama datang,ongkir mahall",1,negatif,jelekkk aplikasi gak barang lama datangongkir mahall
lemot,1,negatif,lemot
akan saya lawan!,1,negatif,saya lawan
gagah cepat sampai barang mohon di perbaiki barangnya agar sesuai pesanan,5,positif,gagah cepat barang mohon perbaiki barangnya sesuai pesanan
toko olshop terpercaya,1,negatif,toko olshop terpercaya
"aplikasinya jelekk, pengiriman lama iklan ganggu terus tidak FANTASHHHH",1,negatif,aplikasinya jelekk pengiriman lama iklan ganggu terus fantashhhh
sell singaporee Shoope jelek,1,negatif,sell singaporee shoope jelek
iklan lu dimana-mana dan ganggu banget!,1,negatif,iklan lu dimanamana ganggu banget
"aish, saya beli charge digital datangnya tali rafia",1,negatif,aish beli charge digital datangnya tali rafia
"apaan tba tba sring nge spawn kesini, pdhal ga mencet apa²",1,negatif,apaan tba tba sring nge spawn kesini pdhal ga mencet apa
jelek,1,negatif,jelek
sangat buruk,1,negatif,sangat buruk
"terlalu banyak iklan, bikin lalot hp",1,negatif,terlalu banyak iklan bikin lalot hp
jelek kali,1,negatif,jelek kali
iklan nya ganggu bgt kalo mencetak tanda x malah ke aplikasi nya apaan bgt?,1,negatif,iklan nya ganggu bgt kalo mencetak tanda x malah aplikasi nya apaan bgt
2045 Indonesia Gold,1,negatif, indonesia gold
kebanyakan iklan,1,negatif,kebanyakan iklan
"sekarang kalo pengembalian gk bisa di ambil kurir ya, padahal dulu bisa. semoga bisa seperti dulu lagi..",1,negatif,sekarang kalo pengembalian gk di ambil kurir padahal dulu semoga seperti dulu
"pengiriman selalu terlambat, aplikasi gak jelas dari Singapura",1,negatif,pengiriman selalu terlambat aplikasi gak jelas singapura
pengiriman cepat dan aman,5,positif,pengiriman cepat aman
aplikasi busuk,1,negatif,aplikasi busuk
jelek,1,negatif,jelek
"aplikasi bodoh aplikasi pantex, banyak nian nyamuk nyo didalam aplikasi ni",1,negatif,aplikasi bodoh aplikasi pantex banyak nian nyamuk nyo didalam aplikasi ni
iklan terus,1,negatif,iklan terus
pelayanan buruk ga work untuk beli apapun mending di tiktok bia retur,1,negatif,pelayanan buruk ga work beli apapun mending tiktok bia retur
lambattt,1,negatif,lambattt
malesin banget kalo udah muncul iklan shopee kalo lagi buka web/ aplikasi tertentu udah kalo di klik mlh masuk apk terus nyebelin,1,negatif,malesin banget kalo udah muncul iklan shopee kalo buka web aplikasi tertentu udah kalo klik mlh masuk apk terus nyebelin
buruk,1,negatif,buruk
"Setiap buka aplikasi apapun, larinya ke Shopee, jadi nya spam bgt.",1,negatif,buka aplikasi apapun larinya shopee jadi nya spam bgt
aneh retur paket tapi kurir ga ada yg dateng ambil,1,negatif,aneh retur paket kurir ga yg dateng ambil
jelek,1,negatif,jelek
apk GK jelas mahal bngt 🗿,1,negatif,apk gk jelas mahal bngt 
kebanyakan iklan jir.,1,negatif,kebanyakan iklan jir
pelecehan,1,negatif,pelecehan
saran saya min tolong hapus saja metode pengiriman sicepat halo dari shopee karena pengiriman barang sangat lama melebihi estimasi dan tidak di kirim dari lokasi sortir,3,netral,saran min hapus metode pengiriman sicepat halo shopee pengiriman barang sangat lama melebihi estimasi tidak kirim lokasi sortir
"aplikasi ini sangat mengganggu di iklan !! setiap buka aplikasi pasti selalu muncul iklan sp ! saya bukan pengguna aplikasi ini dan saya merasa sangat amay terganggu, terlebih aplikasi ini ada kerja sama dgn pihak sebelah! tolong lebih bijak dalam membuat iklan promosi !!",1,negatif,aplikasi sangat mengganggu iklan  buka aplikasi selalu muncul iklan sp  bukan pengguna aplikasi dan merasa sangat amay terganggu terlebih aplikasi ada kerja sama dgn pihak sebelah lebih bijak membuat iklan promosi 
"tolongg dong klauu bikin iklan jangan menggangu, bukanyaa makin suka ke shopee malahh makinn najiss ogahh belanja lagi, terlalu brutall mengiklankannyaa",1,negatif,tolongg dong klauu bikin iklan jangan menggangu bukanyaa makin suka shopee malahh makinn najiss ogahh belanja terlalu brutall mengiklankannyaa
Sagat bagus tapi aku GK pernah belanja di sini,5,positif,sagat bagus aku gk pernah belanja sini
pruduk gagal di 2026,1,negatif,pruduk gagal 
gk nyampe di tempat 👎👎,1,negatif,gk nyampe tempat 
⭐⭐⭐⭐,1,negatif,
good,5,positif,good
bagus saya suka,5,positif,bagus suka
mantep amanah,5,positif,mantep amanah
BANYAK IKLAN DAN BIKIN LEMOT!!!!!,1,negatif,banyak iklan bikin lemot
jelek,1,negatif,jelek
jelek,1,negatif,jelek
"iklan nya ngeselin , disitus bokep sama judol ada juga muncul 🤬",1,negatif,iklan nya ngeselin  disitus bokep sama judol juga muncul 
"BOIKOT SHOPEEE, SELL SINGAPORE",1,negatif,boikot shopeee sell singapore
baguss bangettt plisssssssss aplikasinya banyak disssskonnnnnnnn,5,positif,baguss bangettt plisssssssss aplikasinya banyak disssskonnnnnnnn
"jangan pakai aplikasi ini hapus skrng, #sellsingapura",1,negatif,jangan pakai aplikasi hapus skrng sellsingapura
kurangi jumlah iklan yang tidak relevan,1,negatif,kurangi jumlah iklan tidak relevan
aplikasi sangat buruk dan banyak penipuan,1,negatif,aplikasi sangat buruk banyak penipuan
bagus,5,positif,bagus
"ga suka shope food-nya, masa chat resto dikunci ga bisa chat klo bukan mereka yg chat dluan. trus driver hubungi resto juga ga diangkat-angkat. nyebelin bgt sihhh.",1,negatif,ga suka shope foodnya masa chat resto dikunci ga chat klo bukan yg chat dluan trus driver hubungi resto ga diangkatangkat nyebelin bgt sihhh
aplikasinya bagus pengirimannya cepet,5,positif,aplikasinya bagus pengirimannya cepet
apk berat,1,negatif,apk berat
Bungul,1,negatif,bungul
"aplikasi jelek, yg di beli celana yg datang baju.",1,negatif,aplikasi jelek yg beli celana yg datang baju
"ongkir sekarang mahal, lambat banget",1,negatif,ongkir sekarang mahal lambat banget
"hentikan saja apk mu,egk guna",1,negatif,hentikan apk muegk
shopee penipu,1,negatif,shopee penipu
iklan dimana - mana dan tidak sebanding dengan aplikasi,1,negatif,iklan  mana tidak sebanding aplikasi
apalikasinya jelek,1,negatif,apalikasinya jelek
anj banyak iklan,1,negatif,anj banyak iklan
aplikasi tolol saya pesen baju yang datang malah BH ibu-ibu mana warna nya ungu lagi.,1,negatif,aplikasi tolol pesen baju datang malah bh ibuibu mana warna nya ungu
suka iklan trus pak ak buka langsung ke shopee vidio gasuka iklan apknya dimana mana kalo orang mau juga bakal fi donlod gosah gitu banget deh,1,negatif,suka iklan trus pak ak buka langsung shopee vidio gasuka iklan apknya mana kalo orang mau bakal fi donlod gosah gitu banget deh
APLIKASI JELEKKK LAMA SAMPAINYA,1,negatif,aplikasi jelekkk lama sampainya
sell Singapure,1,negatif,sell singapure
tidka gokil,1,negatif,tidka gokil
sangat puas belanja di shope,5,positif,sangat puas belanja shope
ga guna,1,negatif,ga
"Tetap Shopee tempat Belanja menurut saya Belanja nyaman aman dan banyak gratis voucher belanja voucher gratis ongkir, ditambah lagi ada SPayLater dan SPinjam jujur bersyukur banget, bisa belanja hari ini Bayar Nanti. Terimakasih Shopee",5,positif,tetap shopee tempat belanja saya belanja nyaman aman banyak gratis voucher belanja voucher gratis ongkir ditambah ada spaylater spinjam jujur bersyukur banget belanja hari bayar terimakasih shopee
jelek,1,negatif,jelek
"kalo lagi iklan, tanpa di pencet masuk sendiri di aplikasinya, bikin kesel",1,negatif,kalo iklan pencet masuk sendiri di aplikasinya bikin kesel
bagus produknya,5,positif,bagus produknya
"IKLAN NYA GANGGU, apk jelek, ga guna, lag. ga butuh informasi baru tentang shopee, jd stop sm iklan lu yg gak berguna itu.",1,negatif,iklan nya ganggu apk jelek ga lag ga butuh informasi baru shopee jd stop sm iklan lu yg gak berguna
ga jelas,1,negatif,ga jelas
dih ga lagi lagi beli di appk ini gajelas banget yang di beli Dubai cewe cokie yang dateng ikan tongkol,1,negatif,dih ga lagi beli appk gajelas banget di beli dubai cewe cokie dateng ikan tongkol
not good,1,negatif,not good
shell singapurr🔥,1,negatif,shell singapurr
jelek aplikasinya,1,negatif,jelek aplikasinya
sistem dan pelayanan nya kurang baik,1,negatif,sistem pelayanan nya kurang baik
Aplikasi nya makin gak jelas tiap hari ada notif gak jelas,1,negatif,aplikasi nya makin gak jelas tiap hari notif gak jelas
apk buruk !!,1,negatif,apk buruk 
ayo kasih bintang 1,1,negatif,ayo kasih bintang 
boikot,1,negatif,boikot
"Spaylater nya sangat buruk, sudah beberapa tahun pengajuan tetep ga bisa tolol. padahal udh lama pake soppy",1,negatif,spaylater nya sangat buruk beberapa tahun pengajuan tetep ga tolol padahal udh lama pake soppy
burukk,1,negatif,burukk
"iklan nya scam, ga pencet apa apa tiba tiba masuk ke beranda shopee. minimal kalo pasang iklan jangan terlalu ngebohongin orang²",1,negatif,iklan nya scam ga pencet apa apa tiba tiba masuk beranda shopee minimal kalo pasang iklan jangan terlalu ngebohongin orang
"pengirimannya LAMAAAA sekali. macam beli barang lewat Amazon. barang dikirim dari luar negri apa ya? gila bener. padahal masih di Indonesia loh. sumpah ya murah sih, TAPI AMPUN.",1,negatif,pengirimannya lamaaaa sekali macam beli barang lewat amazon barang dikirim luar negri apa gila bener padahal di indonesia loh sumpah murah sih ampun
paling mantap belanja di Shopee,5,positif,paling mantap belanja shopee
jelek bnyk iklan,1,negatif,jelek bnyk iklan
keren banget dan murah,5,positif,keren banget murah
buy indonesia,1,negatif,buy indonesia
gw lagi main ml malah ada notif lu tuh. notifikasi kegedean gw lagi war jadi kepencet notif lu,1,negatif,gw main ml malah notif lu tuh notifikasi kegedean gw war jadi kepencet notif lu
bintang yang berbicara,1,negatif,bintang berbicara
jelek,1,negatif,jelek
sampah,1,negatif,sampah
Aplikasi baguuuus,1,negatif,aplikasi baguuuus
bnyk iklannya gk suka,1,negatif,bnyk iklannya gk suka
aplikasi buru selalu barang tidak sesuai pesanan voucher gratis ongkir pas sampe bayar ongkir nya datang selalu tidak tepat pada waktunya #sellsingapore,1,negatif,aplikasi buru selalu barang sesuai pesanan voucher gratis ongkir pas sampe bayar ongkir nya datang selalu tepat waktunya sellsingapore
JELEK BGT GILAAA,1,negatif,jelek bgt gilaaa
paling enak dan nyaman disini,5,positif,paling enak nyaman disini
bnyk membantu ketika sulit mencari produk diluar 👍🏻🙏🏻,5,positif,bnyk membantu sulit mencari produk diluar 
sangat membantu sekali,5,positif,sangat membantu sekali
jelekk gaaa bagusss,1,negatif,jelekk gaaa bagusss
gampang eror jir ni apk,1,negatif,gampang eror jir ni apk
Hidup Indonesia,1,negatif,hidup indonesia
tida baik,1,negatif,tida baik
"iklan berlebihan, sering ketipu seller jg",1,negatif,iklan berlebihan sering ketipu seller jg
iklan lu rese bgt kocag,1,negatif,iklan lu rese bgt kocag
banyak iklan ga jelas,1,negatif,banyak iklan ga jelas
burukkkk,1,negatif,burukkkk
beri rating bintang 1! #sellsingapore,1,negatif,beri rating bintang  sellsingapore
Lemoooot,1,negatif,lemoooot
najis iklan bejibun,1,negatif,najis iklan bejibun
pengecut,1,negatif,pengecut
aplikasi jelek barang nya jelek jelek dan tidak sesuai #sellsingapore,1,negatif,aplikasi jelek barang nya jelek jelek tidak sesuai sellsingapore
👎,1,negatif,
gak amanah samsek,1,negatif,gak amanah samsek
elek karena di buat dari Singapura,1,negatif,elek di buat singapura
jelek pesanan lambat suka lag,1,negatif,jelek pesanan lambat suka lag
pengiriman lama barang tidak sesuai,1,negatif,pengiriman lama barang sesuai
sangat memudahkan dalam berbelanja,5,positif,sangat memudahkan berbelanja
sell Singapur,1,negatif,sell singapur
lama datengnya,1,negatif,lama datengnya
KURANG,2,negatif,kurang
aplikasi busuk,1,negatif,aplikasi busuk
Gak transaksi apa²dapet notif pembayaran gagal,1,negatif,gak transaksi apadapet notif pembayaran gagal
Njay,1,negatif,njay
cepetin la paketku mau ku uninstall inii #sellsingapore,1,negatif,cepetin la paketku mau ku uninstall inii sellsingapore
kasi bintang satu woy produk singapura😹,1,negatif,kasi bintang satu woy produk singapura
𝘴𝘦𝘳𝘪𝘯𝘨 𝘦𝘳𝘰𝘳,1,negatif, 
cukup memuaskan barang sesuai dengan pesanan,1,negatif,cukup memuaskan barang sesuai pesanan
terbaik,5,positif,terbaik
kebijakannya terlalu bijak😅,1,negatif,kebijakannya terlalu bijak
kecewa,1,negatif,kecewa
SELL SINGAPORE APLIKASI BGST,1,negatif,sell singapore aplikasi bgst
di aplikasi ini banyak penipuan hati hati di aplikasi ini sell Singapura,1,negatif,aplikasi banyak penipuan hati hati aplikasi sell singapura
dia buat mata uang kiat menurun,1,negatif,buat mata uang kiat menurun
iklan nya ganggu,1,negatif,iklan nya ganggu
jelek,1,negatif,jelek
bug gak bisa beli apa-apa,2,negatif,bug gak beli apaapa
pengiriman lambat,1,negatif,pengiriman lambat
"aplikasi jelek, butut, banyak iklan. diskon iming iming mahal di ongkir nya. shopee aplikasi jelek",1,negatif,aplikasi jelek butut banyak iklan diskon iming iming mahal ongkir nya shopee aplikasi jelek
jelek,1,negatif,jelek
pengiriman lama,1,negatif,pengiriman lama
bsguss,5,positif,bsguss
"barang Dateng sering tidak sesuai padahal di koment bagus rating toko juga bagus , trus lama Dateng nya pdhal ga terlalu jauh masih sama Jateng",1,negatif,barang dateng sering sesuai padahal koment bagus rating toko bagus  trus lama dateng nya pdhal ga terlalu jauh sama jateng
gua beli beli baju yang dtang malah cangcut kan anehh,1,negatif,gua beli beli baju dtang malah cangcut kan anehh
Bagus banget aplikasinya 5,1,negatif,bagus banget aplikasinya 
JELEK BANGET APLIKASI BUTUT,1,negatif,jelek banget aplikasi butut
shope semakin jelek pengantaran lama biaya semakin mahal,1,negatif,shope semakin jelek pengantaran lama biaya semakin mahal
bagus mempermudah,5,positif,bagus mempermudah
"apk tersampah,banyak yg bilang sampah sampah sampah",1,negatif,apk tersampahbanyak yg bilang sampah sampah sampah
kebanyakan biaya lu mah biaya ini biaya itu,1,negatif,kebanyakan biaya lu mah biaya biaya
"lama banget pengiriman ny sampe hampi 1 bulan ga datang""",1,negatif,lama banget pengiriman ny sampe hampi  bulan ga datang
tdak bisa buka gambar,1,negatif,tdak buka gambar
jelek,1,negatif,jelek
Aplikasi Ribet,1,negatif,aplikasi ribet
bintang 1,1,negatif,bintang 
lama banget datangnya,1,negatif,lama banget datangnya
"kemudahan dalam berbelanja online, banyak voucher, gratis ongkir.",5,positif,kemudahan berbelanja online banyak voucher gratis ongkir
okray geh deh,5,positif,okray geh deh
saya belik baju pink datang nya kolor pink giman sih #buyyindonesia,1,negatif,belik baju pink datang nya kolor pink giman sih buyyindonesia
banyak bgt iklannya🤬🤬,1,negatif,banyak bgt iklannya
banyak iklan ngerugiin Indonesia meongpur meongpur,1,negatif,banyak iklan ngerugiin indonesia meongpur meongpur
gabut,1,negatif,gabut
"boikot shopee,dmna²iklan anjirrr muakkkkkkkkkkkkkk!",1,negatif,boikot shopeedmnaiklan anjirrr muakkkkkkkkkkkkkk
mantap,5,positif,mantap
